oem,modelYear,model,ft,variantName,ownerNo,km,City,price_cleaned,km_bucket
Honda,2016,Honda Jazz,Petrol,1.2 V i VTEC,3,77501,Bangalore,517000.0,70000-80000
Maruti,2016,Maruti Swift Dzire,Petrol,LXI Optional-O,1,40000,Bangalore,620000.0,40000-50000
Maruti,2016,Maruti Swift Dzire,Petrol,LXI Optional-O,1,40000,Bangalore,620000.0,40000-50000
Honda,2014,Honda City,Petrol,i VTEC CVT SV,1,48325,Bangalore,750000.0,40000-50000
Tata,2022,Tata Nexon,Petrol,XZ Plus HS,1,30000,Bangalore,1220000.0,30000-40000
Mercedes-Benz,2013,Mercedes-Benz B Class,Diesel,B180 CDI,2,100000,Bangalore,1350000.0,100000-110000
Maruti,2015,Maruti Swift,Petrol,VVT VXI,1,69000,Bangalore,575000.0,60000-70000
Jeep,2018,Jeep Compass,Diesel,2.0 Sport,1,110000,Bangalore,1250000.0,110000-120000
Hyundai,2016,Hyundai Verna,Petrol,1.6 VTVT SX,2,50000,Bangalore,868000.0,50000-60000
Kia,2020,Kia Carnival,Diesel,Premium 8 STR,1,60000,Bangalore,3000000.0,60000-70000
Hyundai,2021,Hyundai i20,Petrol,Asta Turbo iMT,1,20000,Bangalore,980000.0,20000-30000
Maruti,2022,Maruti Swift,Petrol,ZXI Plus DT AMT BSVI,1,14999,Bangalore,900000.0,10000-20000
Honda,2016,Honda Jazz,Petrol,1.2 V i VTEC,2,90773,Bangalore,550000.0,90000-100000
Skoda,2012,Skoda Rapid,Diesel,1.6 TDI Elegance,1,90000,Bangalore,450000.0,90000-100000
Maruti,2017,Maruti Swift,Petrol,VXI Optional,2,64917,Bangalore,610000.0,60000-70000
Honda,2017,Honda Jazz,Petrol,1.2 VX i VTEC,1,70235,Bangalore,543000.0,70000-80000
Hyundai,2021,Hyundai i20,Petrol,Asta Turbo iMT,1,30000,Bangalore,980000.0,30000-40000
Honda,2016,Honda Jazz,Petrol,1.2 V i VTEC,1,78782,Bangalore,535000.0,70000-80000
Maruti,2016,Maruti Ciaz,Petrol,ZXi,2,72136,Bangalore,661000.0,70000-80000
Maruti,2015,Maruti Swift,Petrol,VXI,2,52486,Bangalore,505000.0,50000-60000
Honda,2017,Honda WR-V,Petrol,i-VTEC VX,1,36887,Bangalore,865000.0,30000-40000
Hyundai,2019,Hyundai Venue,Petrol,SX Turbo BSIV,1,47962,Bangalore,999000.0,40000-50000
Skoda,2018,Skoda Superb,Petrol,LK 1.8 TSI AT,2,47398,Bangalore,2365000.0,40000-50000
Fiat,2012,Fiat Linea,Petrol,T Jet Plus,2,50000,Bangalore,400000.0,50000-60000
Maruti,2012,Maruti Swift Dzire,Diesel,ZDi,1,100000,Bangalore,550000.0,100000-110000
BMW,2020,BMW X4,Diesel,M Sport X xDrive30d,1,55000,Bangalore,6050000.0,50000-60000
BMW,2011,BMW X3,Diesel,2.0d SAV,2,110000,Bangalore,1600000.0,110000-120000
Volkswagen,2013,Volkswagen Polo,Petrol,GT TSI,3,90000,Bangalore,520000.0,90000-100000
Maruti,2019,Maruti Ciaz,Petrol,Delta BSIV,2,54561,Bangalore,795000.0,50000-60000
Honda,2016,Honda Jazz,Petrol,1.2 VX i VTEC,1,65072,Bangalore,624000.0,60000-70000
Maruti,2013,Maruti Swift Dzire,Petrol,ZXI,1,39886,Bangalore,524000.0,30000-40000
Mahindra,2019,Mahindra XUV500,Diesel,W9 BSIV,1,80000,Bangalore,1650000.0,80000-90000
Maruti,2015,Maruti Swift,Diesel,VDI BSIV,2,56976,Bangalore,583000.0,50000-60000
Volkswagen,2020,Volkswagen Vento,Petrol,1.0 TSI Highline Plus,2,68303,Bangalore,1147000.0,60000-70000
Mini,2013,Mini Cooper,Petrol,S,2,80000,Bangalore,1750000.0,80000-90000
Skoda,2016,Skoda Rapid,Diesel,1.5 TDI AT Style BSIV,1,54000,Bangalore,825000.0,50000-60000
Land Rover,2016,Land Rover Discovery Sport,Diesel,SD4 HSE Luxury 7S,1,98500,Bangalore,3150000.0,90000-100000
Volkswagen,2018,Volkswagen Polo,Petrol,1.2 MPI Highline Plus,1,72348,Bangalore,755000.0,70000-80000
Hyundai,2015,Hyundai Creta,Petrol,1.6 VTVT SX Plus,1,70000,Bangalore,875000.0,70000-80000
Volkswagen,2021,Volkswagen Polo,Petrol,1.0 MPI Comfortline,1,62696,Bangalore,855000.0000000001,60000-70000
Hyundai,2016,Hyundai Grand i10,Petrol,Asta,1,65000,Bangalore,525000.0,60000-70000
Hyundai,2017,Hyundai Grand i10,Petrol,1.2 Kappa Sportz Option AT,1,36000,Bangalore,650000.0,30000-40000
Honda,2018,Honda City,Petrol,i-VTEC CVT V,1,71905,Bangalore,846000.0000000001,70000-80000
Maruti,2013,Maruti Swift,Petrol,VXI,2,69748,Bangalore,424000.0,60000-70000
Toyota,2021,Toyota Yaris,Petrol,G,2,17875,Bangalore,959000.0,10000-20000
Renault,2020,Renault Duster,Petrol,RXZ Turbo,1,95678,Bangalore,889000.0,90000-100000
Renault,2022,Renault Kiger,Petrol,RXT AMT Opt DT,1,12003,Bangalore,850000.0,10000-20000
Renault,2022,Renault Kiger,Petrol,RXT AMT,1,20000,Bangalore,660000.0,20000-30000
Honda,2012,Honda Brio,Petrol,S MT,1,64655,Bangalore,334000.0,60000-70000
Mahindra,2018,Mahindra KUV 100,Petrol,mFALCON G80 K8,1,46456,Bangalore,594000.0,40000-50000
Renault,2021,Renault Kiger,Petrol,RXZ Turbo CVT DT,1,20000,Bangalore,991000.0,20000-30000
Jeep,2018,Jeep Compass,Diesel,2.0 Limited,1,50000,Bangalore,1450000.0,50000-60000
Hyundai,2022,Hyundai Venue,Diesel,SX Opt Diesel BSVI,1,20000,Bangalore,1285000.0,20000-30000
Volvo,2021,Volvo XC40,Petrol,T4 R-Design,1,27000,Bangalore,4195000.0,20000-30000
Maruti,2022,Maruti Baleno,Petrol,Delta BSVI,1,10000,Bangalore,825000.0,10000-20000
Honda,2018,Honda City,Petrol,i-VTEC VX,1,40000,Bangalore,825000.0,40000-50000
Ford,2020,Ford Ecosport,Diesel,1.5 Diesel Titanium BSIV,1,40000,Bangalore,920000.0,40000-50000
Mercedes-Benz,2018,Mercedes-Benz C-Class,Diesel,C 220d Avantgarde Edition C,2,20000,Bangalore,3300000.0,20000-30000
Ford,2017,Ford Ecosport,Diesel,1.5 TDCi Titanium Plus BSIV,2,91598,Bangalore,729000.0,90000-100000
Maruti,2015,Maruti Celerio,Petrol,ZXI,1,57521,Bangalore,432000.0,50000-60000
Renault,2016,Renault Duster,Diesel,Adventure Edition 85PS RXE,1,100000,Bangalore,700000.0,100000-110000
Hyundai,2021,Hyundai Verna,Petrol,SX Opt,1,7598,Bangalore,1499000.0,0-10000
Renault,2017,Renault Duster,Petrol,Petrol RxL,1,38520,Bangalore,762000.0,30000-40000
MG,2022,MG Astor,Petrol,Sharp BSVI,1,20000,Bangalore,1625000.0,20000-30000
Hyundai,2020,Hyundai Venue,Petrol,SX Plus Turbo DCT BSIV,1,26901,Bangalore,1218000.0,20000-30000
Hyundai,2017,Hyundai Grand i10,Petrol,1.2 Kappa Magna AT,1,65376,Bangalore,524000.0,60000-70000
Mahindra,2018,Mahindra XUV500,Diesel,W11 BSIV,3,28177,Bangalore,1405000.0,20000-30000
Kia,2022,Kia Sonet,Petrol,GTX Plus Turbo iMT BSVI,1,10000,Bangalore,1390000.0,10000-20000
MG,2021,MG Hector,Petrol,Sharp DCT,1,30000,Bangalore,1890000.0,30000-40000
Hyundai,2018,Hyundai Creta,Petrol,1.6 VTVT AT SX Plus,1,27000,Bangalore,1275000.0,20000-30000
Hyundai,2010,Hyundai i10,Petrol,Magna AT,3,90000,Bangalore,275000.0,90000-100000
Honda,2022,Honda City,Petrol,V MT,1,20000,Bangalore,1125000.0,20000-30000
Honda,2016,Honda City,Petrol,i VTEC CVT SV,1,82998,Bangalore,650000.0,80000-90000
Audi,2010,Audi A4,Petrol,1.8 TFSI,3,110000,Bangalore,700000.0,110000-120000
Honda,2019,Honda City,Petrol,i-VTEC ZX,1,14500,Bangalore,1100000.0,10000-20000
Hyundai,2010,Hyundai i10,Petrol,Asta Sunroof AT,2,68000,Bangalore,395000.0,60000-70000
Hyundai,2019,Hyundai Xcent,Petrol,1.2 VTVT SX,1,25887,Bangalore,681000.0,20000-30000
Maruti,2020,Maruti S-Presso,Petrol,VXI Plus 2019-2022,1,74094,Bangalore,405000.0,70000-80000
Honda,2018,Honda Jazz,Petrol,1.2 V AT i VTEC,1,40000,Bangalore,765000.0,40000-50000
Maruti,2014,Maruti Ritz,Diesel,ZDi,1,91045,Bangalore,487000.0,90000-100000
Mahindra,2018,Mahindra XUV500,Diesel,W11 Option BSIV,1,80033,Bangalore,1474000.0,80000-90000
Mahindra,2017,Mahindra XUV500,Diesel,AT W10 FWD,2,70000,Bangalore,1340000.0,70000-80000
Renault,2021,Renault Triber,Petrol,RXT EASY-R AMT BSVI,1,13957,Bangalore,770000.0,10000-20000
Maruti,2018,Maruti Baleno,Petrol,1.2 CVT Alpha,2,34140,Bangalore,818000.0,30000-40000
Ford,2017,Ford Ecosport,Petrol,1.5 Petrol Titanium BSIV,1,20056,Bangalore,724000.0,20000-30000
Maruti,2016,Maruti Celerio,Petrol,ZXI AMT,3,38233,Bangalore,468000.0,30000-40000
Volkswagen,2013,Volkswagen Jetta,Petrol,1.4 TSI Comfortline,1,100000,Bangalore,500000.0,100000-110000
Ford,2016,Ford Ecosport,Diesel,1.5 TDCi Trend BSIV,2,50000,Bangalore,600000.0,50000-60000
Mahindra,2017,Mahindra XUV500,Diesel,W10 AWD,2,70000,Bangalore,1350000.0,70000-80000
Hyundai,2016,Hyundai Grand i10,Petrol,Asta,1,44000,Bangalore,525000.0,40000-50000
Maruti,2016,Maruti Ciaz,Petrol,AT VXi Plus,1,30000,Bangalore,725000.0,30000-40000
Hyundai,2018,Hyundai Grand i10,Petrol,1.2 Kappa Sportz BSIV,1,50000,Bangalore,550000.0,50000-60000
Maruti,2019,Maruti Swift,Petrol,VXI BSIV,1,98000,Bangalore,650000.0,90000-100000
Honda,2017,Honda Jazz,Petrol,V CVT,1,47000,Bangalore,775000.0,40000-50000
Hyundai,2019,Hyundai Verna,Petrol,VTVT 1.6 SX,1,70000,Bangalore,900000.0,70000-80000
Maruti,2020,Maruti Alto 800,Petrol,VXI BSVI,1,16998,Bangalore,408000.0,10000-20000
Hyundai,2017,Hyundai Grand i10,Petrol,1.2 Kappa Sportz Option AT,1,15256,Bangalore,642000.0,10000-20000
Hyundai,2019,Hyundai Verna,Petrol,VTVT 1.6 SX,1,70000,Bangalore,900000.0,70000-80000
Datsun,2020,Datsun RediGO,Petrol,AMT 1.0 T Option,1,4495,Bangalore,521000.0,0-10000
Renault,2020,Renault Triber,Petrol,RXZ,1,34561,Bangalore,695000.0,30000-40000
Maruti,2018,Maruti Alto K10,Petrol,VXI,2,40000,Bangalore,390000.0,40000-50000
Maruti,2019,Maruti Wagon R,Petrol,ZXI AMT 1.2,1,9553,Bangalore,625000.0,0-10000
Renault,2022,Renault KWID,Petrol,CLIMBER BSVI,1,7600,Bangalore,601000.0,0-10000
Hyundai,2017,Hyundai Grand i10,Petrol,1.2 Kappa Sportz Option AT,1,20000,Bangalore,645000.0,20000-30000
Hyundai,2016,Hyundai i20,Petrol,Asta 1.2,1,45578,Bangalore,695000.0,40000-50000
Volkswagen,2013,Volkswagen Jetta,Petrol,1.4 TSI Comfortline,1,100000,Bangalore,500000.0,100000-110000
BMW,2014,BMW 3 Series,Diesel,320d Luxury Line,2,100000,Bangalore,1644000.0000000002,100000-110000
Ford,2019,Ford Ecosport,Petrol,1.5 Petrol Titanium Plus BSIV,1,42000,Bangalore,894999.9999999999,40000-50000
Hyundai,2013,Hyundai i10,Petrol,Sportz Option,2,90000,Bangalore,350000.0,90000-100000
Hyundai,2012,Hyundai Verna,Diesel,1.6 SX,1,70000,Bangalore,550000.0,70000-80000
Ford,2010,Ford Endeavour,Diesel,3.0L 4X4 AT,3,100000,Bangalore,750000.0,100000-110000
Maruti,2017,Maruti Ignis,Petrol,1.2 Zeta BSIV,1,16306,Bangalore,581000.0,10000-20000
Maruti,2020,Maruti Wagon R,Petrol,VXI 1.2,3,25086,Bangalore,513000.0,20000-30000
Maruti,2017,Maruti Baleno,Petrol,Zeta,1,54845,Bangalore,650000.0,50000-60000
Ford,2020,Ford Freestyle,Diesel,Titanium Diesel BSIV,1,35642,Bangalore,806000.0,30000-40000
Maruti,2016,Maruti Baleno,Petrol,1.2 CVT Delta,1,22173,Bangalore,725000.0,20000-30000
BMW,2018,BMW 5 Series,Diesel,530d M Sport,1,50000,Bangalore,4950000.0,50000-60000
Hyundai,2014,Hyundai Grand i10,Petrol,Sportz,1,67790,Bangalore,426000.0,60000-70000
Maruti,2019,Maruti Alto K10,Petrol,VXI Optional,1,38000,Bangalore,485000.0,30000-40000
Honda,2012,Honda Brio,Petrol,V MT,2,49713,Bangalore,351000.0,40000-50000
Renault,2021,Renault KWID,Petrol,1.0 RXL BSVI,1,10002,Bangalore,490000.00000000006,10000-20000
Mahindra,2017,Mahindra XUV500,Diesel,W10 2WD,1,46706,Bangalore,1495000.0,40000-50000
Maruti,2014,Maruti Swift,Diesel,VDI BSIV,2,90000,Bangalore,510000.0,90000-100000
BMW,2016,BMW X3,Diesel,xDrive 20d xLine,1,106000,Bangalore,2750000.0,100000-110000
Volkswagen,2017,Volkswagen Polo,Petrol,GT TSI,1,55833,Bangalore,1025000.0,50000-60000
Audi,2015,Audi Q3,Diesel,35 TDI Quattro Premium Plus,2,46716,Bangalore,2345000.0,40000-50000
Skoda,2016,Skoda Rapid,Diesel,1.5 TDI Style BSIV,1,54000,Bangalore,825000.0,50000-60000
Ford,2016,Ford Ecosport,Diesel,1.5 Diesel Trend,2,68000,Bangalore,675000.0,60000-70000
Renault,2022,Renault Kiger,Petrol,RXT AMT Opt DT,1,20000,Bangalore,823000.0,20000-30000
Maruti,2014,Maruti Swift,Petrol,VXI,1,52311,Bangalore,554000.0,50000-60000
Maruti,2014,Maruti Swift Dzire,Petrol,VXI,1,59514,Bangalore,499000.0,50000-60000
Renault,2022,Renault Kiger,Petrol,RXZ AMT DT,1,10000,Bangalore,815000.0,10000-20000
Maruti,2020,Maruti Baleno,Petrol,Zeta,1,36743,Bangalore,719000.0,30000-40000
Maruti,2015,Maruti Celerio,Petrol,VXI,1,83046,Bangalore,372000.0,80000-90000
Maruti,2018,Maruti Celerio,Petrol,ZXI Optional AMT BSIV,1,10000,Bangalore,515000.00000000006,10000-20000
Honda,2016,Honda Jazz,Petrol,1.2 V i VTEC,2,59420,Bangalore,554000.0,50000-60000
Tata,2023,Tata Tigor,Petrol,XM,1,4545,Bangalore,700000.0,0-10000
Maruti,2011,Maruti Swift,Petrol,VXI,1,70404,Bangalore,410000.0,70000-80000
Maruti,2016,Maruti Ciaz,Petrol,VXi Option,1,39725,Bangalore,685000.0,30000-40000
BMW,2022,BMW 3 Series,Petrol,330i M Sport,1,10000,Bangalore,5500000.0,10000-20000
Kia,2022,Kia Seltos,Diesel,HTK Plus AT D,1,10000,Bangalore,1800000.0,10000-20000
Ford,2018,Ford Ecosport,Petrol,1.5 Petrol Titanium BSIV,2,50000,Bangalore,765000.0,50000-60000
MG,2023,MG Hector,Petrol,1.5 Turbo Smart pro BSVI,1,10000,Bangalore,1950000.0,10000-20000
Hyundai,2013,Hyundai Elantra,Petrol,S,3,50000,Bangalore,491000.0,50000-60000
Ford,2021,Ford Ecosport,Diesel,1.5 Diesel Titanium,1,23272,Bangalore,1175000.0,20000-30000
Ford,2020,Ford Ecosport,Petrol,1.5 Petrol Titanium,1,8407,Bangalore,999000.0,0-10000
Maruti,2018,Maruti Swift,Petrol,AMT ZXI,1,50000,Bangalore,715000.0,50000-60000
Audi,2018,Audi A4,Diesel,35 TDI Premium Plus,1,10000,Bangalore,3400000.0,10000-20000
Hyundai,2021,Hyundai Creta,Petrol,SX Opt Turbo BSVI,1,14881,Bangalore,1779000.0,10000-20000
Hyundai,2012,Hyundai i20,Petrol,Sportz 1.2,1,54305,Bangalore,404000.0,50000-60000
Hyundai,2016,Hyundai i10,Petrol,Magna 1.1L,2,50000,Bangalore,358000.0,50000-60000
Maruti,2017,Maruti Ignis,Petrol,1.2 AMT Zeta BSIV,1,64998,Bangalore,581000.0,60000-70000
Hyundai,2015,Hyundai i20,Petrol,Asta 1.2,1,75940,Bangalore,630000.0,70000-80000
Honda,2016,Honda Jazz,Petrol,1.2 S i VTEC,1,25639,Bangalore,560000.0,20000-30000
Mahindra,2019,Mahindra XUV500,Diesel,W11 BSIV,1,44107,Bangalore,1551000.0,40000-50000
Hyundai,2014,Hyundai Verna,Petrol,1.6 SX VTVT,2,60000,Bangalore,525000.0,60000-70000
Maruti,2018,Maruti Celerio,Petrol,ZXI MT BSIV,1,41594,Bangalore,501000.0,40000-50000
Maruti,2020,Maruti Wagon R,Petrol,ZXI AMT 1.2,2,24786,Bangalore,617000.0,20000-30000
Maruti,2017,Maruti Alto K10,Petrol,VXI,1,56000,Bangalore,365000.0,50000-60000
Honda,2018,Honda City,Petrol,ZX CVT,1,90000,Bangalore,995000.0,90000-100000
Hyundai,2019,Hyundai i20,Petrol,1.2 Asta Option,2,31000,Bangalore,775000.0,30000-40000
Jaguar,2018,Jaguar F-Pace,Diesel,Prestige 2.0 AWD,2,30000,Bangalore,4700000.0,30000-40000
Hyundai,2017,Hyundai Verna,Petrol,VTVT 1.6 EX,1,36000,Bangalore,770000.0,30000-40000
Maruti,2018,Maruti Swift,Petrol,ZXI Plus BSIV,1,19065,Bangalore,725000.0,10000-20000
Honda,2019,Honda Jazz,Petrol,VX CVT,1,30538,Bangalore,840000.0,30000-40000
Hyundai,2018,Hyundai i20,Petrol,Asta Option BSIV,2,48891,Bangalore,799000.0,40000-50000
Mercedes-Benz,2014,Mercedes-Benz A Class,Petrol,A180 Sport,2,60000,Bangalore,1380000.0,60000-70000
Maruti,2018,Maruti Swift,Petrol,VXI 2018,1,26676,Bangalore,696000.0,20000-30000
Maruti,2015,Maruti Swift,Petrol,VXI,1,35647,Bangalore,576000.0,30000-40000
Toyota,2020,Toyota Glanza,Petrol,G,1,63825,Bangalore,721000.0,60000-70000
Honda,2018,Honda City,Petrol,i-VTEC VX,2,31346,Bangalore,995000.0,30000-40000
Hyundai,2015,Hyundai i20,Petrol,Asta 1.2,2,79349,Bangalore,594000.0,70000-80000
Mahindra,2015,Mahindra XUV500,Diesel,W6 2WD,1,88203,Bangalore,927000.0,80000-90000
Audi,2018,Audi Q3,Diesel,35 TDI Quattro Premium Plus,1,37370,Bangalore,3275000.0,30000-40000
Maruti,2015,Maruti Wagon R,Petrol,VXI BS IV,1,52228,Bangalore,426000.0,50000-60000
Hyundai,2015,Hyundai Creta,Diesel,1.6 CRDi AT SX Plus,1,70000,Bangalore,1100000.0,70000-80000
Nissan,2022,Nissan Magnite,Petrol,Turbo XV Premium BSVI,1,40542,Bangalore,905000.0,40000-50000
Renault,2019,Renault Duster,Petrol,Petrol RXS CVT,1,47936,Bangalore,848000.0,40000-50000
Maruti,2016,Maruti Gypsy,Petrol,MG410W ST,3,10000,Bangalore,400000.0,10000-20000
Maruti,2016,Maruti Gypsy,Petrol,MG410W HT,3,10000,Bangalore,400000.0,10000-20000
Hyundai,2016,Hyundai Creta,Petrol,1.6 VTVT S,2,45000,Bangalore,894999.9999999999,40000-50000
Hyundai,2019,Hyundai Venue,Petrol,SX Opt Turbo BSIV,1,20469,Bangalore,1099000.0,20000-30000
Hyundai,2011,Hyundai i20,Petrol,1.2 Sportz Option,1,60000,Bangalore,425000.0,60000-70000
Maruti,2012,Maruti Swift Dzire,Petrol,ZXI,2,70000,Bangalore,445000.0,70000-80000
Volkswagen,2017,Volkswagen Vento,Petrol,1.6 Highline,2,46258,Bangalore,775000.0,40000-50000
Maruti,2013,Maruti Wagon R,Petrol,VXI BS IV,3,54242,Bangalore,327000.0,50000-60000
Honda,2017,Honda Jazz,Petrol,1.2 V AT i VTEC,1,90727,Bangalore,661000.0,90000-100000
Mahindra,2012,Mahindra XUV500,Diesel,W8 2WD,1,100000,Bangalore,775000.0,100000-110000
Maruti,2017,Maruti Swift Dzire,Petrol,VXI 1.2,1,31003,Bangalore,682000.0,30000-40000
Hyundai,2017,Hyundai Grand i10,Petrol,1.2 Kappa Sportz Option,1,24233,Bangalore,577000.0,20000-30000
Volkswagen,2015,Volkswagen Polo,Petrol,Exquisite 1.2 MPI Highline,3,90000,Bangalore,500000.0,90000-100000
Honda,2017,Honda Jazz,Petrol,1.2 V i VTEC,1,36983,Bangalore,679000.0,30000-40000
Mercedes-Benz,2014,Mercedes-Benz B Class,Diesel,B180 CDI,1,68915,Bangalore,1445000.0,60000-70000
Maruti,2021,Maruti Swift,Petrol,VXI,1,5440,Bangalore,776000.0,0-10000
Tata,2021,Tata Tiago,Petrol,XZ,1,8096,Bangalore,690000.0,0-10000
Renault,2014,Renault Duster,Petrol,Petrol RxL,3,60000,Bangalore,560000.0,60000-70000
Hyundai,2018,Hyundai i20,Petrol,Petrol Asta Option,2,33040,Bangalore,799000.0,30000-40000
Hyundai,2019,Hyundai i20,Diesel,Magna Plus Diesel,1,30722,Bangalore,835000.0,30000-40000
Honda,2016,Honda City,Diesel,i DTec VX,1,80000,Bangalore,750000.0,80000-90000
Mercedes-Benz,2017,Mercedes-Benz E-Class,Diesel,E250 CDI Avantgarde,2,33000,Bangalore,3075000.0,30000-40000
Honda,2014,Honda City,Petrol,i VTEC V,1,58778,Bangalore,527000.0,50000-60000
Maruti,2019,Maruti S-Presso,Petrol,VXI Plus 2019-2022,1,51395,Bangalore,426000.0,50000-60000
Ford,2015,Ford Ecosport,Petrol,1.5 Petrol Titanium AT,2,100000,Bangalore,625000.0,100000-110000
Maruti,2013,Maruti Swift Dzire,Petrol,VXI,2,65881,Bangalore,447000.0,60000-70000
Maruti,2014,Maruti Swift,Petrol,VXI,2,49934,Bangalore,552000.0,40000-50000
Honda,2016,Honda City,Diesel,i DTec V,2,91000,Bangalore,795000.0,90000-100000
Maruti,2018,Maruti Celerio X,Petrol,ZXI Option BSIV,2,61576,Bangalore,459000.0,60000-70000
Maruti,2019,Maruti S-Presso,Petrol,VXI Plus 2019-2022,1,53125,Bangalore,405000.0,50000-60000
Renault,2020,Renault KWID,Petrol,1.0 RXT AMT Opt,1,36462,Bangalore,536000.0,30000-40000
Mercedes-Benz,2014,Mercedes-Benz M-Class,Diesel,ML 250 CDI,1,97542,Bangalore,2400000.0,90000-100000
Mercedes-Benz,2017,Mercedes-Benz GLE,Diesel,350d,1,89000,Bangalore,4745000.0,80000-90000
Renault,2018,Renault Duster,Petrol,Petrol RXS,2,13000,Bangalore,894999.9999999999,10000-20000
Hyundai,2018,Hyundai Verna,Diesel,CRDi 1.6 SX Option,1,41000,Bangalore,1375000.0,40000-50000
Volkswagen,2017,Volkswagen Polo,Petrol,GT TSI,1,94471,Bangalore,880000.0000000001,90000-100000
Toyota,2011,Toyota Innova,Diesel,2.5 V Diesel 7-seater,1,58000,Bangalore,1030000.0,50000-60000
Maruti,2016,Maruti Wagon R,Petrol,VXI Opt 1.2,1,46000,Bangalore,475000.0,40000-50000
MG,2022,MG Astor,Petrol,Super EX BSVI,1,10000,Bangalore,1150000.0,10000-20000
Mercedes-Benz,2020,Mercedes-Benz GLC,Diesel,220d 4MATIC,1,36531,Bangalore,5675000.0,30000-40000
Toyota,2021,Toyota Urban cruiser,Petrol,High,1,50000,Bangalore,960000.0,50000-60000
Maruti,2020,Maruti Celerio,Petrol,ZXI Optional,2,36004,Bangalore,532000.0,30000-40000
Honda,2016,Honda City,Petrol,i VTEC V,2,58808,Bangalore,651000.0,50000-60000
Mercedes-Benz,2017,Mercedes-Benz C-Class,Diesel,C 220 CDI Avantgarde,1,10000,Bangalore,3200000.0,10000-20000
Hyundai,2016,Hyundai i20,Petrol,Asta 1.2,1,31983,Bangalore,715000.0,30000-40000
Maruti,2016,Maruti Vitara Brezza,Diesel,VDi Option,1,78536,Bangalore,740000.0,70000-80000
Kia,2022,Kia Seltos,Diesel,HTX Diesel,1,20000,Bangalore,1700000.0,20000-30000
Maruti,2013,Maruti Swift Dzire,Petrol,VXI,2,54134,Bangalore,455000.0,50000-60000
Kia,2021,Kia Seltos,Petrol,HTX IVT G,1,10000,Bangalore,1698999.9999999998,10000-20000
Hyundai,2019,Hyundai Grand i10,Petrol,1.2 Kappa Sportz BSIV,2,27227,Bangalore,524000.0,20000-30000
Jeep,2019,Jeep Compass,Petrol,1.4 Limited Option,1,25508,Bangalore,1764999.9999999998,20000-30000
Hyundai,2017,Hyundai i20,Petrol,1.2 Magna Executive,1,30000,Bangalore,525000.0,30000-40000
Kia,2019,Kia Seltos,Petrol,GTX Plus DCT,1,20000,Bangalore,1600000.0,20000-30000
Volkswagen,2012,Volkswagen Vento,Diesel,Diesel Highline,2,100000,Bangalore,360000.0,100000-110000
Mahindra,2021,Mahindra Thar,Petrol,LX 4-Str Hard Top AT BSVI,1,20000,Bangalore,1650000.0,20000-30000
Hyundai,2011,Hyundai i20,Petrol,1.2 Sportz Option,1,50000,Bangalore,410000.0,50000-60000
Mercedes-Benz,2018,Mercedes-Benz CLA,Diesel,200 CDI Sport,1,36000,Bangalore,3150000.0,30000-40000
Hyundai,2019,Hyundai i20,Diesel,Asta Option Diesel,1,40000,Bangalore,850000.0,40000-50000
Hyundai,2021,Hyundai Venue,Petrol,SX Plus Turbo DCT BSIV,1,19047,Bangalore,1260000.0,10000-20000
Tata,2020,Tata Nexon,Petrol,1.2 Revotron XM,1,50000,Bangalore,850000.0,50000-60000
Maruti,2018,Maruti Celerio,Petrol,ZXI Optional AMT BSIV,1,64453,Bangalore,493000.0,60000-70000
Honda,2018,Honda Brio,Petrol,1.2 S MT,1,43387,Bangalore,505000.0,40000-50000
Maruti,2020,Maruti Baleno,Petrol,Delta CVT,1,36538,Bangalore,825000.0,30000-40000
Hyundai,2017,Hyundai i20 Active,Petrol,1.2 S,2,36787,Bangalore,682000.0,30000-40000
Maruti,2018,Maruti Celerio,Petrol,ZXI,2,32112,Bangalore,486000.00000000006,30000-40000
Hyundai,2022,Hyundai Creta,Petrol,SX BSVI,1,30000,Bangalore,1800000.0,30000-40000
Hyundai,2017,Hyundai Grand i10,Petrol,1.2 Kappa Sportz Option,1,53701,Bangalore,540000.0,50000-60000
Hyundai,2018,Hyundai Grand i10,Petrol,1.2 Kappa Magna BSIV,2,30000,Bangalore,530000.0,30000-40000
Maruti,2020,Maruti Alto 800,Petrol,VXI BSVI,2,26085,Bangalore,407000.0,20000-30000
Hyundai,2016,Hyundai Grand i10,Petrol,Asta,3,46894,Bangalore,453000.0,40000-50000
Kia,2021,Kia Sonet,Petrol,HTX Turbo iMT BSVI,1,30000,Bangalore,1010000.0,30000-40000
Honda,2017,Honda CR-V,Petrol,2.4L 4WD AT,2,53692,Bangalore,1675000.0,50000-60000
Mahindra,2018,Mahindra XUV500,Diesel,W11 Option AT,2,37809,Bangalore,1645000.0,30000-40000
Tata,2018,Tata Tiago,Petrol,1.2 Revotron XZA,1,33000,Bangalore,625000.0,30000-40000
Maruti,2022,Maruti Wagon R,Petrol,ZXI 1.2,1,30813,Bangalore,635000.0,30000-40000
Hyundai,2013,Hyundai Verna,Diesel,1.6 CRDi SX,1,56254,Bangalore,550000.0,50000-60000
Mercedes-Benz,2017,Mercedes-Benz CLA,Diesel,200 CDI Sport,1,58000,Bangalore,2450000.0,50000-60000
Maruti,2020,Maruti Ciaz,Petrol,Alpha AT BSVI,2,15727,Bangalore,1025000.0,10000-20000
