oem,modelYear,model,ft,ownerNo,City,price_cleaned,km_bucket
Mahindra,2017,Mahindra XUV500,Diesel,2,Bangalore,1340000.0,70000-80000
Renault,2021,Renault Triber,Petrol,1,Bangalore,770000.0,10000-20000
Maruti,2018,Maruti Baleno,Petrol,2,Bangalore,818000.0,30000-40000
Ford,2017,Ford Ecosport,Petrol,1,Bangalore,724000.0,20000-30000
Maruti,2016,Maruti Celerio,Petrol,3,Bangalore,468000.0,30000-40000
Volkswagen,2013,Volkswagen Jetta,Petrol,1,Bangalore,500000.0,100000-110000
Ford,2016,Ford Ecosport,Diesel,2,Bangalore,600000.0,50000-60000
Mahindra,2017,Mahindra XUV500,Diesel,2,Bangalore,1350000.0,70000-80000
Hyundai,2016,Hyundai Grand i10,Petrol,1,Bangalore,525000.0,40000-50000
Maruti,2016,Maruti Ciaz,Petrol,1,Bangalore,725000.0,30000-40000
Hyundai,2018,Hyundai Grand i10,Petrol,1,Bangalore,550000.0,50000-60000
Maruti,2019,Maruti Swift,Petrol,1,Bangalore,650000.0,90000-100000
Honda,2017,Honda Jazz,Petrol,1,Bangalore,775000.0,40000-50000
Hyundai,2019,Hyundai Verna,Petrol,1,Bangalore,900000.0,70000-80000
Maruti,2020,Maruti Alto 800,Petrol,1,Bangalore,408000.0,10000-20000
Hyundai,2017,Hyundai Grand i10,Petrol,1,Bangalore,642000.0,10000-20000
Hyundai,2019,Hyundai Verna,Petrol,1,Bangalore,900000.0,70000-80000
Datsun,2020,Datsun RediGO,Petrol,1,Bangalore,521000.0,0-10000
Renault,2020,Renault Triber,Petrol,1,Bangalore,695000.0,30000-40000
Maruti,2018,Maruti Alto K10,Petrol,2,Bangalore,390000.0,40000-50000
Maruti,2019,Maruti Wagon R,Petrol,1,Bangalore,625000.0,0-10000
Renault,2022,Renault KWID,Petrol,1,Bangalore,601000.0,0-10000
Hyundai,2017,Hyundai Grand i10,Petrol,1,Bangalore,645000.0,20000-30000
Hyundai,2016,Hyundai i20,Petrol,1,Bangalore,695000.0,40000-50000
Volkswagen,2013,Volkswagen Jetta,Petrol,1,Bangalore,500000.0,100000-110000
BMW,2014,BMW 3 Series,Diesel,2,Bangalore,1644000.0000000002,100000-110000
Ford,2019,Ford Ecosport,Petrol,1,Bangalore,894999.9999999999,40000-50000
Hyundai,2013,Hyundai i10,Petrol,2,Bangalore,350000.0,90000-100000
Hyundai,2012,Hyundai Verna,Diesel,1,Bangalore,550000.0,70000-80000
Ford,2010,Ford Endeavour,Diesel,3,Bangalore,750000.0,100000-110000
Maruti,2017,Maruti Ignis,Petrol,1,Bangalore,581000.0,10000-20000
Maruti,2020,Maruti Wagon R,Petrol,3,Bangalore,513000.0,20000-30000
Maruti,2017,Maruti Baleno,Petrol,1,Bangalore,650000.0,50000-60000
Ford,2020,Ford Freestyle,Diesel,1,Bangalore,806000.0,30000-40000
Maruti,2016,Maruti Baleno,Petrol,1,Bangalore,725000.0,20000-30000
BMW,2018,BMW 5 Series,Diesel,1,Bangalore,4950000.0,50000-60000
Hyundai,2014,Hyundai Grand i10,Petrol,1,Bangalore,426000.0,60000-70000
Maruti,2019,Maruti Alto K10,Petrol,1,Bangalore,485000.0,30000-40000
Honda,2012,Honda Brio,Petrol,2,Bangalore,351000.0,40000-50000
Renault,2021,Renault KWID,Petrol,1,Bangalore,490000.00000000006,10000-20000
Mahindra,2017,Mahindra XUV500,Diesel,1,Bangalore,1495000.0,40000-50000
Maruti,2014,Maruti Swift,Diesel,2,Bangalore,510000.0,90000-100000
BMW,2016,BMW X3,Diesel,1,Bangalore,2750000.0,100000-110000
Volkswagen,2017,Volkswagen Polo,Petrol,1,Bangalore,1025000.0,50000-60000
Audi,2015,Audi Q3,Diesel,2,Bangalore,2345000.0,40000-50000
Skoda,2016,Skoda Rapid,Diesel,1,Bangalore,825000.0,50000-60000
Ford,2016,Ford Ecosport,Diesel,2,Bangalore,675000.0,60000-70000
Renault,2022,Renault Kiger,Petrol,1,Bangalore,823000.0,20000-30000
Maruti,2014,Maruti Swift,Petrol,1,Bangalore,554000.0,50000-60000
Maruti,2014,Maruti Swift Dzire,Petrol,1,Bangalore,499000.0,50000-60000
Renault,2022,Renault Kiger,Petrol,1,Bangalore,815000.0,10000-20000
Maruti,2020,Maruti Baleno,Petrol,1,Bangalore,719000.0,30000-40000
Maruti,2015,Maruti Celerio,Petrol,1,Bangalore,372000.0,80000-90000
Maruti,2018,Maruti Celerio,Petrol,1,Bangalore,515000.00000000006,10000-20000
Honda,2016,Honda Jazz,Petrol,2,Bangalore,554000.0,50000-60000
Tata,2023,Tata Tigor,Petrol,1,Bangalore,700000.0,0-10000
Maruti,2011,Maruti Swift,Petrol,1,Bangalore,410000.0,70000-80000
Maruti,2016,Maruti Ciaz,Petrol,1,Bangalore,685000.0,30000-40000
BMW,2022,BMW 3 Series,Petrol,1,Bangalore,5500000.0,10000-20000
Kia,2022,Kia Seltos,Diesel,1,Bangalore,1800000.0,10000-20000
Ford,2018,Ford Ecosport,Petrol,2,Bangalore,765000.0,50000-60000
MG,2023,MG Hector,Petrol,1,Bangalore,1950000.0,10000-20000
Hyundai,2013,Hyundai Elantra,Petrol,3,Bangalore,491000.0,50000-60000
Ford,2021,Ford Ecosport,Diesel,1,Bangalore,1175000.0,20000-30000
Ford,2020,Ford Ecosport,Petrol,1,Bangalore,999000.0,0-10000
Maruti,2018,Maruti Swift,Petrol,1,Bangalore,715000.0,50000-60000
Audi,2018,Audi A4,Diesel,1,Bangalore,3400000.0,10000-20000
Hyundai,2021,Hyundai Creta,Petrol,1,Bangalore,1779000.0,10000-20000
Hyundai,2012,Hyundai i20,Petrol,1,Bangalore,404000.0,50000-60000
Hyundai,2016,Hyundai i10,Petrol,2,Bangalore,358000.0,50000-60000
Maruti,2017,Maruti Ignis,Petrol,1,Bangalore,581000.0,60000-70000
Hyundai,2015,Hyundai i20,Petrol,1,Bangalore,630000.0,70000-80000
Honda,2016,Honda Jazz,Petrol,1,Bangalore,560000.0,20000-30000
Mahindra,2019,Mahindra XUV500,Diesel,1,Bangalore,1551000.0,40000-50000
Hyundai,2014,Hyundai Verna,Petrol,2,Bangalore,525000.0,60000-70000
Maruti,2018,Maruti Celerio,Petrol,1,Bangalore,501000.0,40000-50000
Maruti,2020,Maruti Wagon R,Petrol,2,Bangalore,617000.0,20000-30000
Maruti,2017,Maruti Alto K10,Petrol,1,Bangalore,365000.0,50000-60000
Honda,2018,Honda City,Petrol,1,Bangalore,995000.0,90000-100000
Hyundai,2019,Hyundai i20,Petrol,2,Bangalore,775000.0,30000-40000
Jaguar,2018,Jaguar F-Pace,Diesel,2,Bangalore,4700000.0,30000-40000
Hyundai,2017,Hyundai Verna,Petrol,1,Bangalore,770000.0,30000-40000
Maruti,2018,Maruti Swift,Petrol,1,Bangalore,725000.0,10000-20000
Honda,2019,Honda Jazz,Petrol,1,Bangalore,840000.0,30000-40000
Hyundai,2018,Hyundai i20,Petrol,2,Bangalore,799000.0,40000-50000
Mercedes-Benz,2014,Mercedes-Benz A Class,Petrol,2,Bangalore,1380000.0,60000-70000
Maruti,2018,Maruti Swift,Petrol,1,Bangalore,696000.0,20000-30000
Maruti,2015,Maruti Swift,Petrol,1,Bangalore,576000.0,30000-40000
Toyota,2020,Toyota Glanza,Petrol,1,Bangalore,721000.0,60000-70000
Honda,2018,Honda City,Petrol,2,Bangalore,995000.0,30000-40000
Hyundai,2015,Hyundai i20,Petrol,2,Bangalore,594000.0,70000-80000
Mahindra,2015,Mahindra XUV500,Diesel,1,Bangalore,927000.0,80000-90000
Audi,2018,Audi Q3,Diesel,1,Bangalore,3275000.0,30000-40000
Maruti,2015,Maruti Wagon R,Petrol,1,Bangalore,426000.0,50000-60000
Hyundai,2015,Hyundai Creta,Diesel,1,Bangalore,1100000.0,70000-80000
Nissan,2022,Nissan Magnite,Petrol,1,Bangalore,905000.0,40000-50000
Renault,2019,Renault Duster,Petrol,1,Bangalore,848000.0,40000-50000
Maruti,2016,Maruti Gypsy,Petrol,3,Bangalore,400000.0,10000-20000
Maruti,2016,Maruti Gypsy,Petrol,3,Bangalore,400000.0,10000-20000
Hyundai,2016,Hyundai Creta,Petrol,2,Bangalore,894999.9999999999,40000-50000
Hyundai,2019,Hyundai Venue,Petrol,1,Bangalore,1099000.0,20000-30000
Hyundai,2011,Hyundai i20,Petrol,1,Bangalore,425000.0,60000-70000
Maruti,2012,Maruti Swift Dzire,Petrol,2,Bangalore,445000.0,70000-80000
Volkswagen,2017,Volkswagen Vento,Petrol,2,Bangalore,775000.0,40000-50000
Maruti,2013,Maruti Wagon R,Petrol,3,Bangalore,327000.0,50000-60000
Honda,2017,Honda Jazz,Petrol,1,Bangalore,661000.0,90000-100000
Mahindra,2012,Mahindra XUV500,Diesel,1,Bangalore,775000.0,100000-110000
Maruti,2017,Maruti Swift Dzire,Petrol,1,Bangalore,682000.0,30000-40000
Hyundai,2017,Hyundai Grand i10,Petrol,1,Bangalore,577000.0,20000-30000
Volkswagen,2015,Volkswagen Polo,Petrol,3,Bangalore,500000.0,90000-100000
Honda,2017,Honda Jazz,Petrol,1,Bangalore,679000.0,30000-40000
Mercedes-Benz,2014,Mercedes-Benz B Class,Diesel,1,Bangalore,1445000.0,60000-70000
Maruti,2021,Maruti Swift,Petrol,1,Bangalore,776000.0,0-10000
Tata,2021,Tata Tiago,Petrol,1,Bangalore,690000.0,0-10000
Renault,2014,Renault Duster,Petrol,3,Bangalore,560000.0,60000-70000
Hyundai,2018,Hyundai i20,Petrol,2,Bangalore,799000.0,30000-40000
Hyundai,2019,Hyundai i20,Diesel,1,Bangalore,835000.0,30000-40000
Honda,2016,Honda City,Diesel,1,Bangalore,750000.0,80000-90000
Mercedes-Benz,2017,Mercedes-Benz E-Class,Diesel,2,Bangalore,3075000.0,30000-40000
Honda,2014,Honda City,Petrol,1,Bangalore,527000.0,50000-60000
Maruti,2019,Maruti S-Presso,Petrol,1,Bangalore,426000.0,50000-60000
Ford,2015,Ford Ecosport,Petrol,2,Bangalore,625000.0,100000-110000
Maruti,2013,Maruti Swift Dzire,Petrol,2,Bangalore,447000.0,60000-70000
Maruti,2014,Maruti Swift,Petrol,2,Bangalore,552000.0,40000-50000
Honda,2016,Honda City,Diesel,2,Bangalore,795000.0,90000-100000
Maruti,2018,Maruti Celerio X,Petrol,2,Bangalore,459000.0,60000-70000
Maruti,2019,Maruti S-Presso,Petrol,1,Bangalore,405000.0,50000-60000
Renault,2020,Renault KWID,Petrol,1,Bangalore,536000.0,30000-40000
Mercedes-Benz,2014,Mercedes-Benz M-Class,Diesel,1,Bangalore,2400000.0,90000-100000
Mercedes-Benz,2017,Mercedes-Benz GLE,Diesel,1,Bangalore,4745000.0,80000-90000
Renault,2018,Renault Duster,Petrol,2,Bangalore,894999.9999999999,10000-20000
Hyundai,2018,Hyundai Verna,Diesel,1,Bangalore,1375000.0,40000-50000
Volkswagen,2017,Volkswagen Polo,Petrol,1,Bangalore,880000.0000000001,90000-100000
Toyota,2011,Toyota Innova,Diesel,1,Bangalore,1030000.0,50000-60000
Maruti,2016,Maruti Wagon R,Petrol,1,Bangalore,475000.0,40000-50000
MG,2022,MG Astor,Petrol,1,Bangalore,1150000.0,10000-20000
Mercedes-Benz,2020,Mercedes-Benz GLC,Diesel,1,Bangalore,5675000.0,30000-40000
Toyota,2021,Toyota Urban cruiser,Petrol,1,Bangalore,960000.0,50000-60000
Maruti,2020,Maruti Celerio,Petrol,2,Bangalore,532000.0,30000-40000
Honda,2016,Honda City,Petrol,2,Bangalore,651000.0,50000-60000
Mercedes-Benz,2017,Mercedes-Benz C-Class,Diesel,1,Bangalore,3200000.0,10000-20000
Hyundai,2016,Hyundai i20,Petrol,1,Bangalore,715000.0,30000-40000
Maruti,2016,Maruti Vitara Brezza,Diesel,1,Bangalore,740000.0,70000-80000
Kia,2022,Kia Seltos,Diesel,1,Bangalore,1700000.0,20000-30000
Maruti,2013,Maruti Swift Dzire,Petrol,2,Bangalore,455000.0,50000-60000
Kia,2021,Kia Seltos,Petrol,1,Bangalore,1698999.9999999998,10000-20000
Hyundai,2019,Hyundai Grand i10,Petrol,2,Bangalore,524000.0,20000-30000
Jeep,2019,Jeep Compass,Petrol,1,Bangalore,1764999.9999999998,20000-30000
Hyundai,2017,Hyundai i20,Petrol,1,Bangalore,525000.0,30000-40000
Kia,2019,Kia Seltos,Petrol,1,Bangalore,1600000.0,20000-30000
Volkswagen,2012,Volkswagen Vento,Diesel,2,Bangalore,360000.0,100000-110000
Mahindra,2021,Mahindra Thar,Petrol,1,Bangalore,1650000.0,20000-30000
Hyundai,2011,Hyundai i20,Petrol,1,Bangalore,410000.0,50000-60000
Mercedes-Benz,2018,Mercedes-Benz CLA,Diesel,1,Bangalore,3150000.0,30000-40000
Hyundai,2019,Hyundai i20,Diesel,1,Bangalore,850000.0,40000-50000
Hyundai,2021,Hyundai Venue,Petrol,1,Bangalore,1260000.0,10000-20000
Tata,2020,Tata Nexon,Petrol,1,Bangalore,850000.0,50000-60000
Maruti,2018,Maruti Celerio,Petrol,1,Bangalore,493000.0,60000-70000
Honda,2018,Honda Brio,Petrol,1,Bangalore,505000.0,40000-50000
Maruti,2020,Maruti Baleno,Petrol,1,Bangalore,825000.0,30000-40000
Hyundai,2017,Hyundai i20 Active,Petrol,2,Bangalore,682000.0,30000-40000
Maruti,2018,Maruti Celerio,Petrol,2,Bangalore,486000.00000000006,30000-40000
Hyundai,2022,Hyundai Creta,Petrol,1,Bangalore,1800000.0,30000-40000
Hyundai,2017,Hyundai Grand i10,Petrol,1,Bangalore,540000.0,50000-60000
Hyundai,2018,Hyundai Grand i10,Petrol,2,Bangalore,530000.0,30000-40000
Maruti,2020,Maruti Alto 800,Petrol,2,Bangalore,407000.0,20000-30000
Hyundai,2016,Hyundai Grand i10,Petrol,3,Bangalore,453000.0,40000-50000
Kia,2021,Kia Sonet,Petrol,1,Bangalore,1010000.0,30000-40000
Honda,2017,Honda CR-V,Petrol,2,Bangalore,1675000.0,50000-60000
Mahindra,2018,Mahindra XUV500,Diesel,2,Bangalore,1645000.0,30000-40000
Tata,2018,Tata Tiago,Petrol,1,Bangalore,625000.0,30000-40000
Maruti,2022,Maruti Wagon R,Petrol,1,Bangalore,635000.0,30000-40000
Hyundai,2013,Hyundai Verna,Diesel,1,Bangalore,550000.0,50000-60000
Mercedes-Benz,2017,Mercedes-Benz CLA,Diesel,1,Bangalore,2450000.0,50000-60000
Maruti,2020,Maruti Ciaz,Petrol,2,Bangalore,1025000.0,10000-20000
Hyundai,2021,Hyundai i20,Petrol,1,Bangalore,977000.0,20000-30000
Hyundai,2021,Hyundai Elantra,Diesel,1,Bangalore,1705000.0,70000-80000
Maruti,2018,Maruti Swift,Petrol,1,Bangalore,667000.0,50000-60000
Hyundai,2014,Hyundai Grand i10,Petrol,2,Bangalore,494000.00000000006,20000-30000
Honda,2015,Honda City,Petrol,1,Bangalore,636000.0,70000-80000
Ford,2017,Ford Ecosport,Diesel,1,Bangalore,792000.0,90000-100000
Nissan,2021,Nissan Magnite,Petrol,2,Bangalore,695000.0,10000-20000
Ford,2014,Ford Figo,Petrol,2,Bangalore,360000.0,60000-70000
Maruti,2011,Maruti Swift,Petrol,1,Bangalore,382000.0,100000-110000
Tata,2021,Tata Tiago,Petrol,1,Bangalore,650000.0,20000-30000
Maruti,2017,Maruti Celerio,Petrol,1,Bangalore,512000.0,30000-40000
Maruti,2018,Maruti Celerio,Petrol,3,Bangalore,463000.0,50000-60000
Hyundai,2023,Hyundai Verna,Petrol,1,Bangalore,1500000.0,10000-20000
Maruti,2018,Maruti Celerio X,Petrol,2,Bangalore,525000.0,10000-20000
Renault,2014,Renault Duster,Diesel,1,Bangalore,460000.0,30000-40000
Maruti,2016,Maruti Baleno,Petrol,1,Bangalore,627000.0,50000-60000
Hyundai,2012,Hyundai Verna,Petrol,1,Bangalore,511000.00000000006,40000-50000
Hyundai,2015,Hyundai i20,Diesel,2,Bangalore,600000.0,70000-80000
Volkswagen,2014,Volkswagen Jetta,Diesel,1,Bangalore,1285000.0,30000-40000
Volkswagen,2022,Volkswagen Tiguan,Petrol,1,Bangalore,3150000.0,20000-30000
Tata,2023,Tata Altroz,Petrol,1,Bangalore,750000.0,10000-20000
Hyundai,2021,Hyundai i20,Petrol,1,Bangalore,985000.0,10000-20000
Volkswagen,2018,Volkswagen Vento,Diesel,1,Bangalore,1045000.0,50000-60000
Tata,2012,Tata Indica V2,Diesel,1,Bangalore,200000.0,70000-80000
Maruti,2017,Maruti Baleno,Petrol,1,Bangalore,710000.0,20000-30000
Maruti,2016,Maruti Swift,Petrol,1,Bangalore,586000.0,30000-40000
MG,2022,MG Astor,Petrol,1,Bangalore,1500000.0,20000-30000
Maruti,2017,Maruti Ignis,Petrol,1,Bangalore,584000.0,60000-70000
Toyota,2019,Toyota Innova Crysta,Petrol,2,Bangalore,2175000.0,30000-40000
Maruti,2019,Maruti Swift Dzire,Petrol,1,Bangalore,738000.0,50000-60000
Hyundai,2015,Hyundai Xcent,Diesel,1,Bangalore,380000.0,80000-90000
Hyundai,2017,Hyundai i20,Petrol,1,Bangalore,656000.0,60000-70000
Maruti,2014,Maruti Swift,Petrol,1,Bangalore,483000.0,70000-80000
Maruti,2018,Maruti Swift,Petrol,1,Bangalore,510000.0,50000-60000
Volkswagen,2018,Volkswagen Ameo,Diesel,2,Bangalore,750000.0,30000-40000
Toyota,2021,Toyota Innova Crysta,Petrol,1,Bangalore,1900000.0,10000-20000
Tata,2022,Tata Harrier,Diesel,1,Bangalore,2100000.0,20000-30000
Mahindra,2016,Mahindra XUV500,Diesel,2,Bangalore,1245000.0,30000-40000
Volkswagen,2010,Volkswagen Polo,Petrol,1,Bangalore,300000.0,60000-70000
Maruti,2017,Maruti Ignis,Petrol,2,Bangalore,546000.0,40000-50000
Honda,2016,Honda Jazz,Petrol,1,Bangalore,533000.0,50000-60000
Hyundai,2012,Hyundai i10,Petrol,1,Bangalore,332000.0,60000-70000
Maruti,2018,Maruti Ciaz,Petrol,2,Bangalore,809000.0,60000-70000
Volkswagen,2021,Volkswagen Taigun,Petrol,1,Bangalore,1359000.0,90000-100000
Hyundai,2018,Hyundai Grand i10,Petrol,2,Bangalore,543000.0,30000-40000
Hyundai,2013,Hyundai i20,Diesel,2,Bangalore,475000.0,60000-70000
Renault,2016,Renault KWID,Petrol,2,Bangalore,350000.0,30000-40000
BMW,2018,BMW X1,Diesel,1,Bangalore,2850000.0,80000-90000
Mercedes-Benz,2016,Mercedes-Benz C-Class,Diesel,1,Bangalore,2750000.0,50000-60000
Toyota,2015,Toyota Innova,Diesel,2,Bangalore,1449000.0,50000-60000
Maruti,2015,Maruti Alto K10,Petrol,1,Bangalore,300000.0,50000-60000
Maruti,2014,Maruti Wagon R,Petrol,2,Bangalore,377000.0,40000-50000
Hyundai,2020,Hyundai Creta,Petrol,1,Bangalore,1575000.0,60000-70000
Maruti,2021,Maruti Wagon R,Petrol,1,Bangalore,674000.0,60000-70000
Maruti,2021,Maruti Wagon R,Petrol,1,Bangalore,613000.0,20000-30000
Kia,2019,Kia Seltos,Petrol,1,Bangalore,1145000.0,20000-30000
Hyundai,2015,Hyundai i20,Petrol,2,Bangalore,595000.0,40000-50000
Honda,2017,Honda Jazz,Petrol,1,Bangalore,599000.0,60000-70000
Maruti,2016,Maruti Baleno,Petrol,1,Bangalore,625000.0,70000-80000
Toyota,2018,Toyota Innova Crysta,Diesel,1,Bangalore,2165000.0,50000-60000
Chevrolet,2010,Chevrolet Cruze,Diesel,2,Bangalore,445000.0,100000-110000
Hyundai,2012,Hyundai i10,Petrol,2,Bangalore,320000.0,50000-60000
Kia,2022,Kia Sonet,Diesel,1,Bangalore,1350000.0,20000-30000
Fiat,2018,Fiat Punto Abarth,Petrol,2,Bangalore,525000.0,50000-60000
Hyundai,2015,Hyundai Creta,Diesel,1,Bangalore,888000.0000000001,80000-90000
Mahindra,2015,Mahindra TUV 300,Diesel,2,Bangalore,575000.0,80000-90000
Maruti,2017,Maruti Swift Dzire,Diesel,1,Bangalore,707000.0,90000-100000
Maruti,2016,Maruti Baleno,Petrol,1,Bangalore,593000.0,70000-80000
Chevrolet,2011,Chevrolet Beat,Petrol,1,Bangalore,250000.0,80000-90000
Hyundai,2016,Hyundai i20,Petrol,1,Bangalore,685000.0,70000-80000
Hyundai,2016,Hyundai Verna,Petrol,1,Bangalore,699000.0,60000-70000
Toyota,2017,Toyota Corolla Altis,Petrol,2,Bangalore,1200000.0,70000-80000
Maruti,2021,Maruti Alto 800,Petrol,2,Bangalore,425000.0,20000-30000
Volkswagen,2014,Volkswagen Polo,Diesel,2,Bangalore,380000.0,110000-120000
Volkswagen,2017,Volkswagen Polo,Petrol,2,Bangalore,574000.0,50000-60000
Maruti,2016,Maruti Swift,Petrol,1,Bangalore,573000.0,70000-80000
Mahindra,2015,Mahindra XUV500,Diesel,3,Bangalore,685000.0,110000-120000
Honda,2012,Honda Brio,Petrol,2,Bangalore,425000.0,40000-50000
Maruti,2019,Maruti Swift Dzire,Petrol,1,Bangalore,600000.0,20000-30000
Honda,2016,Honda City,Petrol,1,Bangalore,650000.0,40000-50000
Maruti,2015,Maruti Swift,Diesel,1,Bangalore,430000.0,50000-60000
Maruti,2021,Maruti Eeco,Petrol,1,Bangalore,530000.0,10000-20000
Volkswagen,2022,Volkswagen Polo,Petrol,1,Bangalore,1075000.0,20000-30000
Hyundai,2017,Hyundai Verna,Petrol,2,Bangalore,750000.0,60000-70000
Hyundai,2017,Hyundai i20,Petrol,2,Bangalore,615000.0,60000-70000
Maruti,2018,Maruti Baleno,Diesel,1,Bangalore,746000.0,80000-90000
Hyundai,2016,Hyundai Verna,Petrol,2,Bangalore,667000.0,90000-100000
Maruti,2017,Maruti Baleno,Petrol,1,Bangalore,634000.0,40000-50000
Maruti,2016,Maruti 1000,Petrol,3,Bangalore,40000.0,50000-60000
Honda,2017,Honda Jazz,Petrol,2,Bangalore,579000.0,40000-50000
Maruti,2018,Maruti Baleno,Petrol,1,Bangalore,510000.0,40000-50000
Maruti,2018,Maruti Swift,Petrol,2,Bangalore,634000.0,50000-60000
Hyundai,2015,Hyundai Grand i10,Petrol,1,Bangalore,527000.0,60000-70000
Hyundai,2018,Hyundai Creta,Petrol,1,Bangalore,900000.0,70000-80000
Jeep,2018,Jeep Compass,Diesel,2,Bangalore,1500000.0,80000-90000
Citroen,2021,Citroen C5 Aircross,Diesel,1,Bangalore,3000000.0,10000-20000
Mahindra,2022,Mahindra XUV700,Diesel,1,Bangalore,2750000.0,20000-30000
Hyundai,2021,Hyundai Grand i10 Nios,Petrol,2,Bangalore,650000.0,10000-20000
Volkswagen,2022,Volkswagen Tiguan,Petrol,1,Bangalore,3600000.0,20000-30000
BMW,2018,BMW 3 Series GT,Diesel,1,Bangalore,3400000.0,30000-40000
Hyundai,2020,Hyundai i20,Petrol,1,Bangalore,982000.0,10000-20000
Maruti,2017,Maruti Baleno,Petrol,1,Bangalore,674000.0,70000-80000
Tata,2021,Tata Nexon,Petrol,1,Bangalore,810000.0,20000-30000
Maruti,2020,Maruti Ciaz,Petrol,1,Bangalore,792000.0,40000-50000
Hyundai,2016,Hyundai Grand i10,Petrol,2,Bangalore,513000.0,30000-40000
Hyundai,2010,Hyundai Verna,Petrol,1,Bangalore,360000.0,40000-50000
Maruti,2016,Maruti Swift,Petrol,1,Bangalore,579000.0,60000-70000
Maruti,2018,Maruti Swift,Petrol,1,Bangalore,550000.0,30000-40000
Hyundai,2014,Hyundai Grand i10,Petrol,2,Bangalore,383000.0,90000-100000
Hyundai,2017,Hyundai i20,Petrol,1,Bangalore,605000.0,90000-100000
Mahindra,2019,Mahindra XUV300,Petrol,1,Bangalore,985000.0,30000-40000
Volkswagen,2020,Volkswagen Polo,Petrol,2,Bangalore,935000.0,30000-40000
Volkswagen,2016,Volkswagen Polo,Petrol,2,Bangalore,675000.0,50000-60000
Tata,2022,Tata Nexon,Petrol,1,Bangalore,1345000.0,10000-20000
Toyota,2021,Toyota Innova Crysta,Diesel,1,Bangalore,2365000.0,40000-50000
Mercedes-Benz,2017,Mercedes-Benz C-Class,Diesel,1,Bangalore,3200000.0,10000-20000
Maruti,2016,Maruti Baleno,Diesel,1,Bangalore,734000.0,60000-70000
Honda,2017,Honda WR-V,Petrol,2,Bangalore,701000.0,60000-70000
Renault,2014,Renault Duster,Diesel,1,Bangalore,535000.0,100000-110000
Honda,2017,Honda WR-V,Petrol,1,Bangalore,789000.0,20000-30000
Maruti,2015,Maruti Swift,Petrol,1,Bangalore,548000.0,30000-40000
Mahindra,2012,Mahindra Quanto,Diesel,1,Bangalore,350000.0,60000-70000
Maruti,2015,Maruti Celerio,Petrol,2,Bangalore,477000.0,40000-50000
Land Rover,2013,Land Rover Freelander 2,Diesel,1,Bangalore,1525000.0,80000-90000
Maruti,2014,Maruti Swift,Petrol,1,Bangalore,515000.00000000006,50000-60000
Hyundai,2016,Hyundai i20,Petrol,2,Bangalore,562000.0,90000-100000
Volkswagen,2010,Volkswagen Vento,Petrol,3,Bangalore,345000.0,70000-80000
Nissan,2021,Nissan Magnite,Petrol,2,Bangalore,670000.0,10000-20000
Honda,2021,Honda Jazz,Petrol,1,Bangalore,950000.0,20000-30000
Hyundai,2020,Hyundai i20,Petrol,2,Bangalore,700000.0,20000-30000
Mahindra,2021,Mahindra Thar,Petrol,1,Bangalore,1500000.0,10000-20000
Mercedes-Benz,2017,Mercedes-Benz C-Class,Diesel,1,Bangalore,3200000.0,10000-20000
Hyundai,2015,Hyundai i20,Diesel,1,Bangalore,550000.0,70000-80000
Hyundai,2015,Hyundai i20,Petrol,2,Bangalore,581000.0,40000-50000
Maruti,2017,Maruti Swift,Petrol,1,Bangalore,582000.0,40000-50000
Hyundai,2018,Hyundai Grand i10,Petrol,1,Bangalore,531000.0,40000-50000
Hyundai,2017,Hyundai Grand i10,Petrol,1,Bangalore,558000.0,30000-40000
Hyundai,2016,Hyundai Grand i10,Petrol,2,Bangalore,508000.0,80000-90000
Hyundai,2017,Hyundai Grand i10,Petrol,1,Bangalore,542000.0,50000-60000
Maruti,2015,Maruti Swift,Petrol,2,Bangalore,501000.0,60000-70000
Maruti,2018,Maruti Ertiga,Petrol,1,Bangalore,875000.0,50000-60000
Mahindra,2020,Mahindra Scorpio,Diesel,1,Bangalore,1370000.0,50000-60000
Maruti,2018,Maruti Eeco,Petrol,1,Bangalore,485000.0,60000-70000
Hyundai,2010,Hyundai i10,Petrol,3,Bangalore,300000.0,20000-30000
Citroen,2021,Citroen C5 Aircross,Diesel,1,Bangalore,3250000.0,20000-30000
Hyundai,2018,Hyundai Grand i10,Petrol,1,Bangalore,630000.0,40000-50000
Tata,2022,Tata New Safari,Diesel,1,Bangalore,2475000.0,20000-30000
Hyundai,2012,Hyundai i20,Petrol,1,Bangalore,417000.0,60000-70000
Maruti,2016,Maruti Baleno,Petrol,2,Bangalore,631000.0,60000-70000
Mahindra,2012,Mahindra Xylo,Diesel,2,Bangalore,465000.00000000006,60000-70000
